epoch,train_loss,val_loss
1,4.742347727430627,3.0506587425867715
2,3.000051011430456,2.9724542697270713
3,2.9738684207835098,2.9610223372777305
4,2.9629791340929397,2.956072529157003
5,2.957656292205161,2.9503180583318076
6,2.9560002621184003,2.946895400683085
7,2.9513311031016896,2.9440248012542725
8,2.9479907776447054,2.942200024922689
9,2.946357564723238,2.939559499422709
10,2.942299721088815,2.937297066052755
11,2.939303494514303,2.935064911842346
12,2.9453748946494245,2.93439519405365
13,2.9409363320533264,2.9304892222086587
14,2.9354744008246887,2.928967237472534
15,2.931425398968636,2.925746440887451
16,2.927469030339667,2.9186017513275146
17,2.9238534379512706,2.9129240115483603
18,2.9040898008549467,2.8519814014434814
19,2.7976705571438405,2.738754669825236
20,2.7192999707891587,2.6890037457148233
21,2.6782442356677767,2.6509748697280884
22,2.6420754219623324,2.6223753293355307
23,2.6161246756289867,2.5998512506484985
24,2.5887104906934373,2.571775197982788
25,2.534632921218872,2.4847739934921265
26,2.435824084789195,2.355213205019633
27,2.3135601206028715,2.2296603123346963
28,2.2270781283682966,2.15623406569163
29,2.1564517782089556,2.103284458319346
30,2.1124078060718294,2.070692539215088
31,2.0768046531271427,2.049060066541036
32,2.0516436962371176,2.018529216448466
33,2.02231428978291,1.9906067848205566
34,1.9952772703576596,1.9732131560643513
35,1.9695566791169188,1.946456213792165
36,1.9462212882143386,1.9333479205767314
37,1.932174634426198,1.9106419881184895
38,1.9107014929994623,1.8924334247907002
39,1.8999936301657494,1.8804593682289124
40,1.8798604062263002,1.8744423985481262
41,1.8707833569100563,1.8563120762507122
42,1.8522477961601096,1.850432554880778
43,1.8474630548598918,1.835475464661916
44,1.8317193934257994,1.8282349109649658
45,1.8231879980006116,1.8188239932060242
46,1.8053048189650192,1.810823659102122
47,1.798413322326985,1.8071746031443279
48,1.7886362304078771,1.7950515349706013
49,1.776960106606179,1.7865929404894512
50,1.7764653829818076,1.7790900468826294
51,1.7615371485973925,1.7745624979337056
52,1.7521978261622977,1.765216052532196
53,1.7433669668562868,1.7612940669059753
54,1.736413118687082,1.7578192750612895
55,1.7282056402652821,1.748975435892741
56,1.721977302368651,1.7407510876655579
57,1.7107934292326583,1.7376426657040913
58,1.707280344151436,1.7352480292320251
59,1.7019382892770971,1.7261765201886494
60,1.6924998988496496,1.7184569636980693
61,1.688561183341006,1.7125305930773418
62,1.6810675681905543,1.7088570197423298
63,1.6703264637196318,1.7028220097223918
64,1.6689027649291017,1.6992980440457661
65,1.6636202715812844,1.6933913032213848
66,1.6553757216068024,1.6922010779380798
67,1.6486320394150755,1.687077263991038
68,1.640190119438983,1.6788355906804402
69,1.6345483445106668,1.6817197601000469
70,1.6341106485813222,1.671657641728719
71,1.6247467538143725,1.6674476861953735
72,1.6213555361362213,1.6675769885381062
73,1.6125207353145519,1.6632317304611206
74,1.6118551010781146,1.657640318075816
75,1.6026608690302422,1.6544322967529297
76,1.5953683345875842,1.6552902857462566
77,1.5939294759263383,1.6549448569615681
78,1.5975084203354857,1.6447296539942424
79,1.5881487308664526,1.6395243604977925
80,1.5845410139002698,1.6413142482439678
81,1.5771082588966856,1.6392157276471455
82,1.5714463933985283,1.6360552708307903
83,1.5687294615075944,1.6326148112614949
84,1.5637409306587058,1.6338369647661846
85,1.5611690181366942,1.6288086771965027
86,1.5606920566964657,1.6301397879918416
87,1.554202379064357,1.6284587184588115
88,1.5498476104533419,1.6262929042180378
89,1.5467752142155424,1.623959759871165
90,1.5369183306998395,1.623245358467102
91,1.5375444432522387,1.6199822227160137
92,1.5290341808440837,1.6243626077969868
93,1.5316243907238574,1.621322472890218
94,1.530012977884171,1.6202185153961182
95,1.5202962160110474,1.6172366539637248
96,1.5194305130775938,1.6167780756950378
97,1.5231256231348564,1.6123980085055034
98,1.5114558605437582,1.6127319931983948
99,1.514060045810456,1.6107396880785625
100,1.5081542882513492,1.6036321719487507
101,1.5023301814464813,1.6083136598269145
102,1.504646324096842,1.605228583017985
103,1.4978630187663626,1.6084108750025432
104,1.4972688669854022,1.602746884028117
105,1.4999781086089763,1.6096025307973225
106,1.4910390478499391,1.6022533973058064
107,1.4914377598052329,1.605959177017212
108,1.4828979740751551,1.6089146931966145
109,1.4848045491157693,1.598226269086202
110,1.481994760797379,1.598314344882965
111,1.4827152718888952,1.5996994177500408
112,1.4697189153508936,1.6027852892875671
113,1.4793143906491868,1.6046446959177654
114,1.4697507721312502,1.5993351538976033
