epoch,train_loss,val_loss
1,4.7036967328254216,3.059270898501078
2,3.015198129288694,2.992508848508199
3,2.990581750869751,2.982397119204203
4,2.985549622393669,2.976597468058268
5,2.973167784670566,2.972898761431376
6,2.9742156343257173,2.953323245048523
7,2.953184594499304,2.9468425114949546
8,2.9353548820982587,2.916606903076172
9,2.8904885180453035,2.8493377765019736
10,2.8268326039009906,2.7958921591440835
11,2.785262883977687,2.7352739175160727
12,2.690546416221781,2.615170200665792
13,2.6015611607977687,2.548795541127523
14,2.5503919581149486,2.4780330657958984
15,2.4742243239220154,2.384493430455526
16,2.3907416069761234,2.3015496333440146
17,2.3214287047690534,2.248703440030416
18,2.2673466357778995,2.2018795808156333
19,2.2214310930130328,2.171801805496216
20,2.1850773933085987,2.138374924659729
21,2.1664490902677493,2.1193304459253945
22,2.143362187324686,2.099078039328257
23,2.12218857318797,2.083950420220693
24,2.105759156511185,2.0644719998041787
25,2.086924613790309,2.0675663153330484
26,2.077916350770504,2.043038308620453
27,2.0638029879712043,2.037091394265493
28,2.0543348662396697,2.0246464808781943
29,2.0424921740876867,2.019333084424337
30,2.0307014876223626,2.008898993333181
31,2.0206097871699233,2.0043498078982034
32,2.0144063513329686,1.9949379762013753
33,2.007363641515691,1.9877562324206035
34,1.9994961327694831,1.9871084690093994
35,1.9946142358982817,1.9768742322921753
36,1.9892683561812057,1.9745086232821147
37,2.000288336835009,1.9669217268625896
38,1.9663965702056885,1.955200990041097
39,1.9602399126012275,1.947580615679423
40,1.9516694469654814,1.9454725583394368
41,1.9525124164337808,1.935577114423116
42,1.9429023899930589,1.92869234085083
43,1.9331042005660686,1.924002965291341
44,1.9297951941794538,1.9230302572250366
45,1.9225249620194131,1.9115697741508484
46,1.9210481516858364,1.9089620113372803
47,1.909787857786138,1.9008516271909077
48,1.9083866794058617,1.9011218945185344
49,1.9062415919405349,1.9037141402562459
50,1.9009833132967036,1.8902033766110737
51,1.8836846123350428,1.8849503795305889
52,1.883911794804512,1.8840996225674946
53,1.8783109872899157,1.878484030564626
54,1.875941664614576,1.8745120565096538
55,1.874200389740315,1.8733006119728088
56,1.8666451002689117,1.873465359210968
57,1.8744122829843075,1.8671486377716064
58,1.853788875518961,1.8580708503723145
59,1.8569225174315431,1.8593982458114624
60,1.8474044520804223,1.8563939531644185
61,1.8556752610713878,1.8523330092430115
62,1.8471029743235161,1.8495506445566814
63,1.8436361830285255,1.8423577149709065
64,1.8394852749844814,1.847677210966746
65,1.8365284686392926,1.839893400669098
66,1.8263773030423103,1.8337260087331135
67,1.8302368534372209,1.8329615394274394
68,1.8333628913189501,1.8295573393503826
69,1.8152859794332625,1.8245513637860615
70,1.8170226989908422,1.823512593905131
71,1.8106526466126138,1.8301228086153667
72,1.807908017584618,1.8196781277656555
73,1.802327536522074,1.81945796807607
74,1.805173967746978,1.8158151308695476
75,1.8154517792640847,1.8415537277857463
76,1.8116563102032275,1.8099387486775715
77,1.7969357840558315,1.8080190022786458
78,1.7993481945484242,1.809564212958018
79,1.788645102622661,1.8062036037445068
80,1.7865271441479946,1.8006125092506409
81,1.7850688340816092,1.802737792332967
82,1.7816838228956182,1.8019063274065654
83,1.7790108082142282,1.7956816752751668
84,1.7821654309617712,1.7957009673118591
85,1.7812363315135875,1.7994826634724934
86,1.7728422804081694,1.799007813135783
87,1.7718930371264194,1.793755292892456
88,1.7693430920864672,1.7908147970835369
89,1.7767584222428343,1.7907877365748088
90,1.766657256065531,1.787270724773407
91,1.7610733077881184,1.7884800632794697
92,1.7607187539973157,1.786150574684143
93,1.755631926211905,1.7849229176839192
94,1.756294217515499,1.7838639815648396
95,1.7554033233764323,1.8088449041048686
96,1.760325000641194,1.7772419452667236
97,1.7533131203752883,1.7804123560587566
98,1.7494877678282716,1.7810328404108684
99,1.7487793399932536,1.7765759229660034
100,1.7428657120846687,1.7782633503278096
101,1.7496390444167116,1.7799140612284343
102,1.7404293937886015,1.769176463286082
103,1.7416077700067074,1.7699896295865376
104,1.7429870113413384,1.7736984690030415
105,1.7395363259822765,1.769545574982961
106,1.7359105399314394,1.764923870563507
107,1.7329943281538942,1.7653832236925762
108,1.7337866590378133,1.7703032890955608
109,1.7346054949658982,1.7613831361134846
110,1.7274092765564615,1.7616993586222331
111,1.7293898146203224,1.7636215885480244
112,1.7229772958349674,1.760078986485799
113,1.7371996159249163,1.7625930507977803
114,1.7226584490309371,1.7613889972368877
115,1.7286138559909576,1.7676668763160706
116,1.736340842348464,1.755922555923462
117,1.718735007529563,1.754867414633433
118,1.7190712893262823,1.756821095943451
119,1.7140322061295206,1.7499738534291585
120,1.715357539501596,1.7494500875473022
121,1.7117989037899262,1.7534957925478618
122,1.749305638861149,1.774675687154134
123,1.7309245987141386,1.7496071060498555
124,1.7132523592482223,1.748555322488149
125,1.7116873238949066,1.7526339491208394
126,1.707861862284072,1.7452610929807026
127,1.7075280407641797,1.7458639740943909
128,1.7034886669605336,1.7422056198120117
129,1.6953839342644874,1.74375315507253
130,1.6941284626088244,1.741592546304067
131,1.6908691817141595,1.7410879135131836
132,1.693505900971433,1.7403841217358906
133,1.6937335425234856,1.7451258103052776
134,1.6970682955802756,1.7494545976320903
135,1.7059706703145454,1.7363630334536235
136,1.6954049886541163,1.7370185454686482
137,1.6962169053706717,1.7381383776664734
138,1.6891026522250885,1.7367662191390991
139,1.6985203357453043,1.7386642297108967
140,1.68613696859238,1.7366885940233867
