epoch,train_loss,val_loss
1,5.227453054265773,3.0921608606974282
2,3.0256610423960586,2.9964210987091064
3,2.9890441437985036,2.97988498210907
4,2.979258471346916,2.9625245332717896
5,2.9596747692595136,2.950374722480774
6,2.94435785679107,2.9390326738357544
7,2.931733653900471,2.9167131185531616
8,2.903259642580722,2.879188855489095
9,2.8592304219590856,2.8337056636810303
10,2.819137025386729,2.7905203898747764
11,2.7789475968543518,2.7569116751352944
12,2.748873766432417,2.7203423182169595
13,2.703614635670439,2.676792780558268
14,2.662878026353552,2.631256421407064
15,2.6196970888908875,2.5781766176223755
16,2.5638565966423523,2.5220335324605307
17,2.5068511658526482,2.4702654679616294
18,2.4668631705831974,2.4258052905400596
19,2.425418828396087,2.3836069901784263
20,2.3821407886261636,2.340612848599752
21,2.3432631492614746,2.3060452938079834
22,2.311986527544387,2.2690678437550864
23,2.2799147342113737,2.232295592625936
24,2.2335504826079022,2.1990840832392373
25,2.203712427869756,2.170711954434713
26,2.1764601494403597,2.1467297871907554
27,2.1504163133337144,2.1195510228474936
28,2.1257959071626056,2.0986373821894326
29,2.1050304554878396,2.0776283542315164
30,2.0834545657989825,2.0637577176094055
31,2.0676844449753458,2.047602196534475
32,2.054124160015837,2.0296996434529624
33,2.037457965789957,2.0158628026644387
34,2.0219102869642542,2.0020123720169067
35,2.0067762212550386,1.9848886132240295
36,1.9880844050265374,1.9718596537907918
37,1.98491218749513,1.9615833759307861
38,1.964731272230757,1.9511232574780781
39,1.954512172556938,1.9387298027674358
40,1.9431307899191024,1.9297401309013367
41,1.93096824148868,1.9193501869837444
42,1.9227752660183197,1.9124863147735596
43,1.9138431168617087,1.8985381722450256
44,1.9011672938123663,1.8973134954770405
45,1.893519880923819,1.8910752336184184
46,1.8819532140772393,1.8778953154881795
47,1.8705413772704753,1.868960440158844
48,1.8634118450448869,1.861885945002238
49,1.854638378670875,1.8516499201456706
50,1.84636038922249,1.8446849783261616
51,1.840215726101652,1.8420276244481404
52,1.8304204839341185,1.83388751745224
53,1.8207579064876476,1.8251460790634155
54,1.8128690719604492,1.8223291635513306
55,1.8105821000768783,1.8155935009320576
56,1.8024311649038436,1.8080455462137859
57,1.7956500154860475,1.8064098556836445
58,1.7847284154689058,1.802212158838908
59,1.7766982190152432,1.7947240273157756
60,1.7718294503840994,1.7865465879440308
61,1.7667901160869193,1.784217377503713
62,1.7621527580504721,1.7746242483456929
63,1.756919340884432,1.7740180691083272
64,1.7476219091009586,1.7730935017267864
65,1.7478356995481126,1.760434329509735
66,1.736766056811556,1.7598201235135396
67,1.7274392259881852,1.7602548797925313
68,1.7270727487320596,1.7517217596371968
69,1.7193284592729934,1.7484750747680664
70,1.716610165352517,1.7436025142669678
71,1.7086729496083362,1.7358497579892476
72,1.7032843041927257,1.7342854340871174
73,1.702106592503,1.735569179058075
74,1.701273299278097,1.7246033946673076
75,1.6844972422782412,1.7249811093012493
76,1.6786849701658209,1.72315380970637
77,1.679471548567427,1.7198983828226726
78,1.6739178540858817,1.7122725645701091
79,1.6707823809157027,1.7108617027600606
80,1.6636185011965163,1.7057708700497944
81,1.6563994047489572,1.7029426296552022
82,1.6570096878295248,1.7022632161776226
83,1.6485477153291093,1.6991507808367412
84,1.6427255412365527,1.698197066783905
85,1.6341868740447023,1.6888373096783955
86,1.6308567752229406,1.6927534937858582
87,1.6273610312887963,1.6853272716204326
88,1.6251265343199386,1.6859761873881023
89,1.6204599801530228,1.683564285437266
90,1.6165979162175605,1.6740996440251668
91,1.6129384877833914,1.6759579579035442
92,1.6124631876641131,1.671872874101003
93,1.608964592852491,1.6750801801681519
94,1.59735518059832,1.6637229323387146
95,1.595926989900305,1.6660900712013245
96,1.601221703468485,1.6649657487869263
97,1.5927954557094168,1.6592238148053486
98,1.5844593707551347,1.6600146889686584
99,1.5811577578808398,1.6835782329241435
100,1.5841682515245803,1.6549516518910725
101,1.5770080216387485,1.6600462794303894
102,1.5723646245104201,1.652306894461314
103,1.5631197893873174,1.646888752778371
104,1.5626827224772026,1.6511796315511067
105,1.5573302025490618,1.6478060285250347
106,1.5553447718315936,1.6458389361699421
107,1.5549797326960462,1.6440478761990864
108,1.5535628288350207,1.6429049571355183
109,1.543820563783037,1.6432809432347615
110,1.5434787806044235,1.6377434134483337
111,1.5377159067924986,1.6415558457374573
112,1.5423292454252853,1.6369518041610718
113,1.5374456923058692,1.6370189189910889
114,1.532600407904767,1.632609764734904
115,1.5299764262869002,1.6416439811388652
116,1.5262482014108212,1.630072037378947
117,1.5212450864467215,1.6298475861549377
118,1.521136316847294,1.633697787920634
119,1.5147426280569523,1.6307731469472249
120,1.5201259876819366,1.6299904584884644
121,1.516660416379888,1.63064040740331
122,1.518001914024353,1.6260388294855754
123,1.5100153557797695,1.6260157624880474
124,1.5058908386433378,1.6229625344276428
125,1.5004646245469437,1.6227363745371501
126,1.4954397678375244,1.6240783135096233
127,1.4917380226419328,1.6232037544250488
128,1.493402729643152,1.6263651450475056
129,1.4916515426432833,1.6169030865033467
130,1.4889257816558188,1.6184612313906352
131,1.4850301438189568,1.6208719809850056
132,1.4826546526969748,1.6218504707018535
133,1.4781556205546602,1.6142798860867817
134,1.477879356830678,1.6181125243504841
135,1.4743540413836216,1.6177075107892354
136,1.4733218056090334,1.6219924688339233
137,1.6100797019106277,1.6615336934725444
138,1.5517175679511213,1.6351077953974407
