epoch,loss
0,5.378049472967784
5,2.5085625052452087
10,1.0399721910556157
15,0.4460618222753207
20,0.24763207385937372
25,0.15192517514030138
30,0.10155418204764526
35,0.06600404841204484
40,0.045551782473921776
45,0.031135203782469034
50,0.02245372999459505
55,0.01682878735785683
60,0.01296510462028285
65,0.010316400478283564
70,0.008349009362670282
75,0.00701349473092705
80,0.005795534234493971
85,0.004842406992490093
90,0.004344222504490365
95,0.0038263369351625443
